Question ID,Question,RAG Answer,Reference Answer,LLM Model,Embedding Model,Chunk Size,Context Quality (1-5),Answer Relevance (1-5),Answer Correctness (1-5),Faithfulness to Context (1-5),Notes
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","
Nein, du bekommst keine Entschädigung für deine Grundstücke.","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"
Die Sonderbaubewilligung gilt als Baubewilligung im Sinne des § 71, jedoch höchstens für zehn Jahre.
§ 71c","10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,,,,,
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"
Die Behörde hat nötigenfalls die Behebung von Baugebrechen unter Gewährung einer angemessenen Frist anzuordnen. Sie ordnet die erforderlichen Sicherungsmaßnahmen an und verfügt die aus öffentlichen Rücksichten notwendige Beseitigung von Baugebrechen.","11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,"
7,50 m","1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,"
Die maximale Dachneigung beträgt in Gartensiedlungsgebieten 45°.",2. Die maximale Dachneigung beträgt 25 Grad.,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,"
Einkaufszentren sind großflächige Einrichtungen, die sich auf den Verkauf von Konsumgütern spezialisiert haben und in der Regel mehrere Geschäftsräume beinhalten.","3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,"
Keller- und Grundmauern dürfen nicht mehr als einen halben Meter über die Baulinie oder Straßenfluchtlinie hinausragen.",4. Laut §83 1 a dürfen sie 20cm hervorragen.,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"
Nein, da dein Gebäude die Höhenbeschränkung von 26m überschreitet, kannst du kein vereinfachtes Baubewilligungsverfahren erhalten. Du musst ein reguläres Baubewilligungsverfahren durchführen, um deine Pläne zu genehmigen.","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
6,6. Wie viel Abstand muss zwischen meinem Fenster und den Grenzen des Nachbagrundstücks sein?,"
20 m",6. §79 Abs 2: Der Abstand muss 2 meter von der Grenze sein außer bei öffentlichen Erholungsflächen.,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
7,7. Darf ich in Wien einen Werkzeugschupppen auf meinem als Baufläche gewidmeten Grundstück errichten. Der Schuppen soll 2 mal 3 Meter groß und 2 Meter hoch werden.,"
Nein, das ist nicht möglich.
Der Schuppen würde die Mindestgröße von 500m² für einen Bauplatz in Wien überschreiten.","7. Nein, das darfst du nicht, weil §62a Abs 1 Z 5 WBauO.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
8,"8. Ich möchte auf einem Grundstück der Bauklasse I ein Haus bauen. Das Haus hat an der Oberfläche einen Grundriss von 250 m², unterirdisch wird jedoch ein großer Weinkeller mit 360 m² Grundriss gebaut. Ist dieser Bau zulässig?","
Nein, da die Gesamtgröße aller Gebäude und Anlagen auf dem Grundstück nicht mehr als 600 Quadratmeter betragen darf.","8. Mit 250 m² sind wir nach §76 Abs 10 noch in der maximalen Bebauung in der Bauklasse 1, der Keller zählt nach §80 nicht dazu, wäre aber oberirdisch zu groß",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","
Ja, du bekommst dafür eine Entschädigung.","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"
Nach der Fertigstellung deines Schwimmbads musst du die Baubewilligung beantragen, um deine Bauarbeiten genehmigen zu lassen.","10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"
Der Eigentümer (jeder Miteigentümer) hat dafür zu sorgen, dass die Bauwerke in gutem Zustand erhalten werden.","11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,"
Ein Gebäude in Bauklasse I gemäß Artikel IV in Wien darf eine Höhe von 22 Metern nicht überschreiten.","1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,"
Die maximale Dachneigung beträgt in Gartensiedlungsgebieten 45°.",2. Die maximale Dachneigung beträgt 25 Grad.,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,"
Einkaufszentren sind Gebiete, die für den Handel und die Erholung bestimmt sind.","3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,"
Keller- und Grundmauern dürfen bis zu 30 cm vor die Baulinie oder Straßenfluchtlinie hervorragen.",4. Laut §83 1 a dürfen sie 20cm hervorragen.,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"
Nein, da dein Gebäude eine Höhe von mehr als 26 Metern hat, ist es nicht berechtigt, ein vereinfachtes Baubewilligungsverfahren zu erhalten.","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
6,6. Wie viel Abstand muss zwischen meinem Fenster und den Grenzen des Nachbagrundstücks sein?,"
Es muss ein Gehsteig hergestellt werden, der einen Abstand von 1,50 m zum Nachbargrundstück haben muss.",6. §79 Abs 2: Der Abstand muss 2 meter von der Grenze sein außer bei öffentlichen Erholungsflächen.,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
7,7. Darf ich in Wien einen Werkzeugschupppen auf meinem als Baufläche gewidmeten Grundstück errichten. Der Schuppen soll 2 mal 3 Meter groß und 2 Meter hoch werden.,"
Nein, das ist nicht möglich.
Es gibt strenge Vorschriften in Wien für den Bau von Nebengebäuden wie Werkzeugschuppen auf Baugrundstücken.","7. Nein, das darfst du nicht, weil §62a Abs 1 Z 5 WBauO.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
8,"8. Ich möchte auf einem Grundstück der Bauklasse I ein Haus bauen. Das Haus hat an der Oberfläche einen Grundriss von 250 m², unterirdisch wird jedoch ein großer Weinkeller mit 360 m² Grundriss gebaut. Ist dieser Bau zulässig?","
Nein, da die Gesamtnutzfläche über 500m² liegt.
Die Bauklasse I ist nicht relevant für diese Frage.","8. Mit 250 m² sind wir nach §76 Abs 10 noch in der maximalen Bebauung in der Bauklasse 1, der Keller zählt nach §80 nicht dazu, wäre aber oberirdisch zu groß",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","
Nein, du bekommst keine Entschädigung für den Verkauf deines Bauplatzes an die Stadt Wien.","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"
Eine Bestätigung des Planverfassers, dass die Grundsätze des barrierefreien Planens und Bauens eingehalten werden.","10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"
Die Bauwerke müssen den Vorschriften des Bebauungsplanes entsprechen, insbesondere dürfen nur solche errichtet werden, die für die Benützung und Erhaltung dieser Gebiete erforderlich sind.","11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,"
Ein Gebäude in Bauklasse I gemäß Artikel IV in Wien darf eine Höhe von 22 Metern nicht überschreiten.","1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,"
Die maximale Dachneigung beträgt in Gartensiedlungsgebieten 45°.",2. Die maximale Dachneigung beträgt 25 Grad.,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,"definiert als Gebäudekomplex, der aus mehreren Geschäftsräumen besteht","3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,"
Keller- und Grundmauern dürfen bis zu einer Tiefe von 1,5 m keine Ausbisse zeigen.",4. Laut §83 1 a dürfen sie 20cm hervorragen.,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"
Nein, da dein Gebäude eine Höhe von mehr als 26 Metern hat, ist es nicht berechtigt, ein vereinfachtes Baubewilligungsverfahren zu erhalten.","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
6,6. Wie viel Abstand muss zwischen meinem Fenster und den Grenzen des Nachbagrundstücks sein?,"
Mindestens fünf Meter, wenn das Fenster bis zum Boden reicht.
Maximal zehn Meter, wenn das Fenster bis zur Decke reicht.",6. §79 Abs 2: Der Abstand muss 2 meter von der Grenze sein außer bei öffentlichen Erholungsflächen.,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
7,7. Darf ich in Wien einen Werkzeugschupppen auf meinem als Baufläche gewidmeten Grundstück errichten. Der Schuppen soll 2 mal 3 Meter groß und 2 Meter hoch werden.,"
Nein, das ist nicht möglich.
Es gibt strenge Vorschriften für den Bau in Wien, insbesondere wenn es sich um eine Baufäche handelt.","7. Nein, das darfst du nicht, weil §62a Abs 1 Z 5 WBauO.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
8,"8. Ich möchte auf einem Grundstück der Bauklasse I ein Haus bauen. Das Haus hat an der Oberfläche einen Grundriss von 250 m², unterirdisch wird jedoch ein großer Weinkeller mit 360 m² Grundriss gebaut. Ist dieser Bau zulässig?","
Nein, da die Gesamtgröße des Gebäudes den Bebauungsplan übersteigt.","8. Mit 250 m² sind wir nach §76 Abs 10 noch in der maximalen Bebauung in der Bauklasse 1, der Keller zählt nach §80 nicht dazu, wäre aber oberirdisch zu groß",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","
Ja, du bekommst dafür eine Entschädigung.","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"
Die Fertigstellungsanzeige für den Neubau muss innerhalb von drei Jahren bei der Behörde erstattet werden.","10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
